id,word,explanation,due,memory_state,scheduled_days,last_review
983,祖父母,祖父母/爷爷奶奶,2025-10-13T00:45:39.653843+00:00,"{""stability"": 63.218002, ""difficulty"": 3.2245016}",63,2025-08-11T00:45:39.653843+00:00
984,国際貿易センター,国际贸易中心,2026-01-16T00:43:06.753377+00:00,"{""stability"": 157.78712, ""difficulty"": 2.1301212}",158,2025-08-11T00:43:06.753377+00:00
985,引く,拉/引/减去,2025-08-27T02:29:08.093326+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:29:08.093326+00:00
986,変わる,改变/变化,2025-08-27T02:29:18.261891+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:29:18.261891+00:00
987,守る,守护/保护,2025-08-27T02:32:09.856755+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:32:09.856755+00:00
988,破る,破坏/撕破,2025-08-17T00:43:58.273606+00:00,"{""stability"": 6.0431995, ""difficulty"": 8.788901}",6,2025-08-11T00:43:58.273606+00:00
989,サボる,偷懒/逃课,2025-08-31T01:00:22.258624+00:00,"{""stability"": 26.586819, ""difficulty"": 5.888712}",27,2025-08-04T01:00:22.258624+00:00
990,謝る,道歉/认错,2025-09-17T00:38:01.776573+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:38:01.776573+00:00
991,頑張る,努力/加油,2025-09-17T00:36:28.614685+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:36:28.614685+00:00
992,逃げる,逃跑/逃避,2025-08-27T02:28:29.618876+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:28:29.618876+00:00
993,覚える,记住/学会,2025-08-27T02:32:06.458071+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:32:06.458071+00:00
994,答える,回答/答复,2025-08-27T02:26:31.648105+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:26:31.648105+00:00
995,助ける,帮助/拯救,2025-08-27T02:30:47.451713+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:30:47.451713+00:00
996,遠慮する,客气/谦让,2025-09-17T00:38:37.941928+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:38:37.941928+00:00
997,提出する,提交/提出,2025-08-27T02:27:43.612942+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:27:43.612942+00:00
998,注意する,注意/小心,2026-01-11T01:03:33.586977+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:33.586977+00:00
999,シュートする,射门/投篮,2025-09-17T00:37:49.082278+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:37:49.082278+00:00
1000,親しい,亲密的/熟悉的,2025-08-25T01:03:01.617988+00:00,"{""stability"": 21.45348, ""difficulty"": 6.5449286}",21,2025-08-04T01:03:01.617988+00:00
1001,同じ,相同的/一样的,2025-08-27T02:28:47.968219+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:28:47.968219+00:00
1002,危険,危险的,2025-11-03T00:38:05.716293+00:00,"{""stability"": 82.011856, ""difficulty"": 4.5000334}",82,2025-08-13T00:38:05.716293+00:00
1003,乱暴,粗暴的/暴力的,2025-09-02T00:54:27.565953+00:00,"{""stability"": 20.80237, ""difficulty"": 7.0054746}",21,2025-08-12T00:54:27.565953+00:00
1004,丁寧,礼貌的/仔细的,2025-08-20T08:33:29.648789+00:00,"{""stability"": 15.242772, ""difficulty"": 6.0220227}",15,2025-08-05T08:33:29.648789+00:00
1005,失礼,失礼的/不礼貌的,2025-08-27T02:29:11.390335+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:29:11.390335+00:00
1006,鳥,鸟类,2025-08-27T02:31:23.664699+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:31:23.664699+00:00
1007,漢字,汉字,2026-01-11T01:03:27.130194+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:27.130194+00:00
1008,干ばつ,干旱/旱灾,2025-08-20T00:58:04.712165+00:00,"{""stability"": 15.719128, ""difficulty"": 7.1778193}",16,2025-08-04T00:58:04.712165+00:00
1009,企画書,企划书/策划案,2025-08-27T02:29:04.951532+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:29:04.951532+00:00
1010,警官,警察/警官,2026-01-11T01:05:29.215963+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:05:29.215963+00:00
1011,洪水,洪水/水灾,2025-08-24T00:46:11.135805+00:00,"{""stability"": 12.71327, ""difficulty"": 8.01606}",13,2025-08-11T00:46:11.135805+00:00
1012,強盗,强盗/抢劫,2025-08-29T01:17:01.353192+00:00,"{""stability"": 13.828766, ""difficulty"": 6.2557755}",14,2025-08-15T01:17:01.353192+00:00
1013,殺人,杀人/谋杀,2026-01-11T01:05:40.035382+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:05:40.035382+00:00
1014,質問,提问/疑问,2026-01-11T01:03:08.509880+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:08.509880+00:00
1015,交通事故,交通事故,2025-09-17T00:36:55.726924+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:36:55.726924+00:00
1016,戦争,战争/战斗,2026-01-11T01:05:07.676619+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:05:07.676619+00:00
1017,竜巻,龙卷风/旋风,2025-08-25T01:03:37.422166+00:00,"{""stability"": 11.364062, ""difficulty"": 8.848664}",11,2025-08-14T01:03:37.422166+00:00
1018,沈没,沉没/下沉,2025-08-24T00:37:28.366417+00:00,"{""stability"": 12.71327, ""difficulty"": 8.01606}",13,2025-08-11T00:37:28.366417+00:00
1019,墜落,坠落/掉落,2025-10-01T01:34:28.741099+00:00,"{""stability"": 48.819046, ""difficulty"": 6.6813936}",49,2025-08-13T01:34:28.741099+00:00
1020,年上,年长者,2025-08-27T02:31:21.317466+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:31:21.317466+00:00
1021,爆発,,2025-08-17T01:10:28.802797+00:00,"{""stability"": 2.7942586, ""difficulty"": 5.4132624}",3,2025-08-14T01:10:28.802797+00:00
1022,標識,标识/标志,2025-08-27T02:33:05.849815+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:33:05.849815+00:00
1023,誘拐,诱拐/绑架,2025-09-17T00:37:54.295332+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:37:54.295332+00:00
1024,カササギ,喜鹊,2025-08-20T00:57:56.451658+00:00,"{""stability"": 15.719128, ""difficulty"": 7.1778193}",16,2025-08-04T00:57:56.451658+00:00
1025,スピード,速度/快速,2026-01-11T01:03:05.254644+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:05.254644+00:00
1026,テーブル,桌子/表格,2025-08-27T02:33:09.563671+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:33:09.563671+00:00
1027,免許証,驾照/许可证,2025-09-17T00:38:26.197540+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-13T00:38:26.197540+00:00
1028,野球場,棒球场,2025-10-14T01:05:25.603031+00:00,"{""stability"": 60.708263, ""difficulty"": 3.2245016}",61,2025-08-14T01:05:25.603031+00:00
1029,横断禁止,禁止横穿,2026-01-11T01:03:22.769762+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:22.769762+00:00
1030,富士,富士（山名）,2026-01-11T01:05:56.757709+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:05:56.757709+00:00
1031,フジ,紫藤,2026-01-11T01:03:12.717304+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:12.717304+00:00
1032,マーク,标记/记号,2026-01-11T01:03:41.768736+00:00,"{""stability"": 150.28352, ""difficulty"": 2.1301212}",150,2025-08-14T01:03:41.768736+00:00
1033,迷惑,困扰/麻烦,2025-08-27T02:27:50.720604+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:27:50.720604+00:00
1034,片仮名,片假名,2025-08-27T02:27:47.700632+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-01T02:27:47.700632+00:00
1035,ハイジャック,劫机/劫持,2025-11-03T00:36:36.803954+00:00,"{""stability"": 82.011856, ""difficulty"": 4.5000334}",82,2025-08-13T00:36:36.803954+00:00
1036,地盤沈下,地面沉降,2025-09-06T01:04:10.014013+00:00,"{""stability"": 23.475172, ""difficulty"": 7.1403604}",23,2025-08-14T01:04:10.014013+00:00
1037,テレビ講座,电视讲座,2025-08-19T00:59:29.832399+00:00,"{""stability"": 7.4157557, ""difficulty"": 8.790408}",7,2025-08-12T00:59:29.832399+00:00
1038,寄る,靠近/顺便去,2025-08-30T01:00:27.670838+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:00:27.670838+00:00
1039,揃う,齐全/准备好,2025-08-19T05:06:50.387193+00:00,"{""stability"": 10.90684, ""difficulty"": 7.1584563}",11,2025-08-08T05:06:50.387193+00:00
1040,開く,[自他動1]舒展开/(抽象意义的)开,2025-08-30T01:00:35.532648+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:00:35.532648+00:00
1041,引っ越す,搬家/迁居,2025-08-30T00:57:52.239277+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T00:57:52.239277+00:00
1042,迎える,迎接/接待,2025-08-30T01:03:26.464314+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:03:26.464314+00:00
1043,壊れる,[自動2]坏掉/破坏,2025-08-30T01:10:34.893494+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:10:34.893494+00:00
1044,間違える,弄错/搞错,2025-09-19T01:15:52.579458+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-15T01:15:52.579458+00:00
1045,パンクする,轮胎爆胎,2025-08-28T00:36:36.843017+00:00,"{""stability"": 17.059584, ""difficulty"": 6.0220227}",17,2025-08-11T00:36:36.843017+00:00
1046,出発する,出发/启程,2025-08-16T05:37:15.388682+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:37:15.388682+00:00
1047,転職する,转职/换工作,2025-08-30T01:06:15.882077+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:06:15.882077+00:00
1048,寂しい,寂寞的/孤独的,2025-08-16T05:36:35.971615+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:36:35.971615+00:00
1049,仕方ない,没办法/无可奈何,2025-08-30T00:56:53.768453+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T00:56:53.768453+00:00
1050,特別,,2025-08-16T05:37:42.932799+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:37:42.932799+00:00
1051,患者,,2025-08-17T05:05:26.705034+00:00,"{""stability"": 8.752734, ""difficulty"": 6.764142}",9,2025-08-08T05:05:26.705034+00:00
1052,終電,末班车/最后一班,2025-08-16T05:39:53.981866+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:39:53.981866+00:00
1053,吸殻,烟蒂/烟头,2025-09-19T01:17:13.930712+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-15T01:17:13.930712+00:00
1054,宅配便,快递/宅配,2025-09-19T01:16:58.097519+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-15T01:16:58.097519+00:00
1055,秋,,2025-08-16T05:37:52.805715+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:37:52.805715+00:00
1056,彼,他/男朋友,2025-08-16T05:37:34.671918+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:37:34.671918+00:00
1057,ピザ,比萨饼,2025-08-16T05:39:13.556154+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:39:13.556154+00:00
1058,香山,,2025-08-30T01:07:25.675523+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:07:25.675523+00:00
1059,ピクニック,野餐/郊游,2025-08-16T05:36:59.230480+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-07-31T05:36:59.230480+00:00
1060,楽しみ,乐趣/期待,2025-08-30T01:02:46.647650+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T01:02:46.647650+00:00
1061,待合室,候车室/等候室,2025-09-19T01:16:45.231395+00:00,"{""stability"": 34.57762, ""difficulty"": 5.263545}",35,2025-08-15T01:16:45.231395+00:00
1062,行楽地,游乐场所/旅游地,2025-08-30T00:57:43.294531+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-04T00:57:43.294531+00:00
1063,押す,按/推,2025-08-18T08:37:23.623700+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:23.623700+00:00
1064,回す,转动/旋转,2025-08-18T08:32:55.168009+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:32:55.168009+00:00
1065,点く,[自動1]点亮/开启,2025-08-29T06:21:42.243450+00:00,"{""stability"": 15.175663, ""difficulty"": 7.1403604}",15,2025-08-14T06:21:42.243450+00:00
1066,動く,移动/运动,2025-08-18T08:37:36.944257+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:36.944257+00:00
1067,怒る,生气/愤怒,2025-08-18T08:33:27.461840+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:33:27.461840+00:00
1068,下がる,[自動1]下降/退后,2025-08-18T08:32:41.693270+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:32:41.693270+00:00
1069,纏める,整理/总结,2025-08-18T08:36:58.981336+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:36:58.981336+00:00
1070,生きる,生活/活着,2025-09-02T08:39:59.587454+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:39:59.587454+00:00
1071,下りる,下去/下降,2025-08-18T08:40:14.016651+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:40:14.016651+00:00
1072,故障する,故障/出故障,2025-08-29T06:22:26.841251+00:00,"{""stability"": 15.175663, ""difficulty"": 7.1403604}",15,2025-08-14T06:22:26.841251+00:00
1073,フリーズする,freeze,2025-09-12T00:42:23.370326+00:00,"{""stability"": 31.570831, ""difficulty"": 5.888712}",32,2025-08-11T00:42:23.370326+00:00
1074,いらいらする,烦躁/焦虑,2025-08-20T02:53:40.971825+00:00,"{""stability"": 4.9483476, ""difficulty"": 8.314374}",5,2025-08-15T02:53:40.971825+00:00
1075,どきどきする,心跳加速/紧张,2025-08-18T08:39:35.845093+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:35.845093+00:00
1076,うっとりする,陶醉/入迷,2025-08-28T01:05:44.667065+00:00,"{""stability"": 13.833154, ""difficulty"": 8.0616}",14,2025-08-14T01:05:44.667065+00:00
1077,がっかりする,失望/沮丧,2025-08-16T06:24:11.093229+00:00,"{""stability"": 2.2115943, ""difficulty"": 8.980916}",2,2025-08-14T06:24:11.093229+00:00
1078,びっくりする,吃惊/惊讶,2025-09-02T08:32:50.672332+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:32:50.672332+00:00
1079,悲しい,悲伤的/难过的,2025-09-02T08:33:31.100637+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:33:31.100637+00:00
1080,上手い,熟练的/擅长的,2025-08-18T08:37:13.963622+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:13.963622+00:00
1081,厳しい,严格的/严厉的,2025-08-18T08:37:33.993605+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:33.993605+00:00
1082,詳しい,详细的/熟悉的,2025-09-02T08:35:48.679663+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:35:48.679663+00:00
1083,美しい,美丽的/漂亮的,2025-08-18T08:37:44.245713+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:44.245713+00:00
1084,恐ろしい,可怕的/恐怖的,2025-08-18T08:39:47.701939+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:47.701939+00:00
1085,大人しい,老实的/安静的,2025-08-18T08:39:31.273948+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:31.273948+00:00
1086,懐かしい,怀念的/思念的,2025-08-20T06:06:22.071051+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:06:22.071051+00:00
1087,恥ずかしい,害羞的/羞耻的,2025-08-18T08:35:23.720539+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:35:23.720539+00:00
1088,羨ましい,羡慕的/嫉妒的,2025-09-02T08:35:44.755500+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:35:44.755500+00:00
1089,活発,活泼的/积极的,2025-08-18T08:33:44.662279+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:33:44.662279+00:00
1090,頑固,固执的/顽固的,2025-08-24T00:37:02.686508+00:00,"{""stability"": 12.852427, ""difficulty"": 6.458347}",13,2025-08-11T00:37:02.686508+00:00
1091,サービスセンター,服务中心,2025-08-20T06:07:36.614834+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:07:36.614834+00:00
1092,素直,坦率的/诚实的,2025-08-18T08:40:34.433141+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:40:34.433141+00:00
1093,自由,自由的/随意的,2025-08-20T06:07:28.891849+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:07:28.891849+00:00
1094,意地悪,恶意的/刻薄的,2025-08-18T08:37:28.726270+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:37:28.726270+00:00
1095,翡翠,翡翠/玉石,2025-08-18T08:39:50.787991+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:50.787991+00:00
1096,スイカ,西瓜,2025-08-20T06:04:51.147105+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:04:51.147105+00:00
1097,ボタン,按钮/纽扣,2025-08-20T05:45:54.627784+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T05:45:54.627784+00:00
1098,会員,会员/成员,2025-08-20T06:04:17.980565+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:04:17.980565+00:00
1099,階段,阶段/台阶,2025-08-20T06:04:55.809179+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:04:55.809179+00:00
1100,性格,性格/品格,2025-08-18T08:39:23.090383+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:23.090383+00:00
1101,誠実,诚实的/真诚的,2025-08-22T00:41:55.945680+00:00,"{""stability"": 8.513333, ""difficulty"": 8.4124155}",9,2025-08-13T00:41:55.945680+00:00
1102,特典,特典/优惠,2025-09-02T08:34:04.493624+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:34:04.493624+00:00
1103,人間,人类/人,2025-08-20T05:47:53.850373+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T05:47:53.850373+00:00
1104,白鳥,天鹅,2025-08-20T08:32:46.117005+00:00,"{""stability"": 12.829816, ""difficulty"": 6.702426}",13,2025-08-07T08:32:46.117005+00:00
1105,メートル,米/公尺,2025-08-18T08:39:17.327204+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:17.327204+00:00
1106,卓球台,乒乓球台,2025-08-20T05:41:44.160395+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T05:41:44.160395+00:00
1107,以降,以后/从此以后,2025-08-20T08:33:17.969450+00:00,"{""stability"": 12.829816, ""difficulty"": 6.702426}",13,2025-08-07T08:33:17.969450+00:00
1108,サイズ,尺寸/大小,2025-08-20T06:11:16.847534+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-04T06:11:16.847534+00:00
1109,カーテン,窗帘/帘子,2025-08-18T08:40:24.555850+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:40:24.555850+00:00
1110,不真面目,不认真的/不严肃的,2025-08-18T08:33:21.991887+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:33:21.991887+00:00
1111,ブローチ,胸针/别针,2025-08-24T00:42:29.418820+00:00,"{""stability"": 12.852427, ""difficulty"": 6.458347}",13,2025-08-11T00:42:29.418820+00:00
1112,電源,电源/电力,2025-08-18T08:39:26.251123+00:00,"{""stability"": 10.738925, ""difficulty"": 5.272968}",11,2025-08-07T08:39:26.251123+00:00
1113,我儘,任性的/自私的,2025-08-24T00:43:35.810919+00:00,"{""stability"": 12.852427, ""difficulty"": 6.458347}",13,2025-08-11T00:43:35.810919+00:00
1114,御手洗い,洗手间/厕所,2025-09-02T08:33:09.294581+00:00,"{""stability"": 25.793602, ""difficulty"": 4.5109854}",26,2025-08-07T08:33:09.294581+00:00
1115,混凝土,,2025-08-24T00:42:12.387737+00:00,"{""stability"": 12.852427, ""difficulty"": 6.458347}",13,2025-08-11T00:42:12.387737+00:00
1116,プラスチック,塑料/塑胶,2025-08-27T00:36:23.555648+00:00,"{""stability"": 13.633756, ""difficulty"": 7.0054746}",14,2025-08-13T00:36:23.555648+00:00
1117,上がる,上升/提高,2025-08-26T00:43:52.674191+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:43:52.674191+00:00
1118,行う,进行/实施,2025-09-19T00:48:01.876176+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:48:01.876176+00:00
1119,辞める,辞职/退出,2025-08-26T00:38:23.957832+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:38:23.957832+00:00
1120,乗り換える,换乘/转乘,2025-08-26T00:44:03.606437+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:44:03.606437+00:00
1121,担当する,负责/担任,2025-09-19T00:40:48.375526+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:40:48.375526+00:00
1122,入院する,住院/入院,2025-08-21T05:20:59.767147+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:20:59.767147+00:00
1123,入学する,入学/升学,2025-08-21T05:20:45.047526+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:20:45.047526+00:00
1124,留学する,留学/出国学习,2025-08-21T05:17:20.975377+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:17:20.975377+00:00
1125,流行する,流行/盛行,2025-08-26T00:38:32.315082+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:38:32.315082+00:00
1126,強い,强的/强烈的,2025-09-19T00:36:54.258666+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:36:54.258666+00:00
1127,気さく,爽快的/开朗的,2025-08-16T00:40:43.579711+00:00,"{""stability"": 5.42837, ""difficulty"": 7.6094527}",5,2025-08-11T00:40:43.579711+00:00
1128,噂,传言/谣言,2025-09-19T00:38:05.738900+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:38:05.738900+00:00
1129,支店,分店/支行,2025-09-19T00:44:07.981082+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:44:07.981082+00:00
1130,首相,首相/总理,2025-08-26T00:45:46.669004+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:45:46.669004+00:00
1131,歴史,历史/史学,2025-09-19T00:46:01.301442+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:46:01.301442+00:00
1132,列車,列车/火车,2025-08-21T05:18:52.088956+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:18:52.088956+00:00
1133,牛乳,牛奶/乳制品,2025-08-21T05:17:26.176037+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:17:26.176037+00:00
1134,新型,新型/新款,2025-08-21T01:34:12.314613+00:00,"{""stability"": 7.531989, ""difficulty"": 6.2631392}",8,2025-08-13T01:34:12.314613+00:00
1135,宣伝,宣传/广告,2025-08-16T00:39:13.738491+00:00,"{""stability"": 4.6643767, ""difficulty"": 7.614487}",5,2025-08-11T00:39:13.738491+00:00
1136,番組,节目/程序,2025-08-21T05:17:10.453571+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:17:10.453571+00:00
1137,リットル,升/公升,2025-09-19T00:43:25.186346+00:00,"{""stability"": 38.629128, ""difficulty"": 4.5109854}",39,2025-08-11T00:43:25.186346+00:00
1138,郡,郡/县,2025-08-26T00:42:48.637858+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:42:48.637858+00:00
1139,県,县/省,2025-08-26T00:36:30.255744+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:36:30.255744+00:00
1140,都道府県,都道府县,2025-08-26T00:37:42.370657+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:37:42.370657+00:00
1141,区,区/地区,2025-08-21T05:21:08.524423+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:21:08.524423+00:00
1142,市,市/城市,2025-08-21T05:19:18.388036+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:19:18.388036+00:00
1143,平方キロメートル,平方公里,2025-08-21T05:19:04.029257+00:00,"{""stability"": 15.69105, ""difficulty"": 3.2245016}",16,2025-08-05T05:19:04.029257+00:00
1144,立方メートル,立方米,2025-08-26T00:45:35.272603+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:45:35.272603+00:00
1145,はっきり,清楚地/明确地,2025-08-26T00:39:18.219463+00:00,"{""stability"": 15.032031, ""difficulty"": 5.272968}",15,2025-08-11T00:39:18.219463+00:00
